1	100	9
1	1	10
1	11	4
1	12	6
1	13	6
1	14	9
1	15	8
1	16	3
1	17	2
1	18	5
1	19	6
1	20	7
1	21	9
1	22	5
1	23	5
1	24	7
1	2	5
1	25	7
1	26	8
1	27	10
1	28	6
1	29	9
1	31	9
1	32	8
1	33	2
1	3	4
1	34	9
1	35	6
1	36	2
1	37	10
1	38	10
1	39	6
1	40	2
1	4	1
1	41	5
1	42	6
1	43	2
1	45	10
1	46	2
1	47	3
1	48	4
1	49	4
1	50	10
1	51	6
1	52	2
1	53	10
1	5	5
1	55	8
1	56	8
1	57	9
1	58	7
1	59	3
1	61	3
1	62	7
1	63	8
1	64	4
1	6	8
1	68	10
1	69	5
1	70	5
1	71	4
1	7	2
1	72	3
1	73	7
1	75	9
1	76	3
1	78	8
1	79	5
1	80	2
1	81	7
1	82	7
1	8	3
1	83	5
1	84	1
1	85	10
1	88	2
1	90	7
1	91	2
1	9	2
1	93	8
1	94	2
1	95	4
1	96	9
1	97	7
1	98	4
1	99	7
2	100	5
2	10	1
2	11	9
2	12	10
2	13	4
2	15	4
2	17	8
2	19	6
2	20	5
2	2	1
2	21	4
2	23	7
2	25	8
2	26	3
2	27	4
2	28	2
2	29	4
2	30	7
2	31	1
2	32	1
2	33	9
2	3	4
2	34	10
2	37	9
2	38	1
2	39	1
2	40	4
2	41	8
2	42	9
2	43	9
2	44	4
2	4	6
2	46	9
2	47	10
2	48	6
2	49	10
2	50	4
2	51	4
2	52	6
2	53	7
2	54	2
2	55	5
2	56	5
2	57	6
2	58	2
2	59	8
2	60	4
2	61	3
2	6	2
2	63	7
2	64	10
2	65	8
2	67	9
2	69	6
2	70	2
2	7	1
2	71	9
2	73	4
2	74	4
2	75	4
2	76	4
2	78	8
2	82	8
2	83	4
2	84	9
2	85	4
2	86	10
2	87	4
2	88	5
2	89	10
2	90	9
2	91	2
2	92	5
2	94	1
2	95	10
2	96	8
2	97	9
2	98	2
2	99	10
3	100	5
3	10	9
3	11	2
3	13	6
3	14	4
3	16	7
3	1	8
3	19	9
3	20	3
3	21	6
3	22	5
3	23	7
3	24	4
3	2	5
3	25	7
3	26	10
3	28	2
3	29	2
3	30	9
3	31	9
3	32	8
3	3	3
3	33	3
3	34	6
3	35	10
3	36	5
3	37	4
3	40	9
3	41	1
3	43	1
3	44	6
3	45	7
3	46	10
3	47	8
3	48	7
3	49	7
3	50	3
3	51	7
3	52	9
3	53	7
3	54	4
3	55	1
3	57	8
3	59	8
3	60	10
3	61	10
3	6	4
3	64	8
3	65	2
3	66	1
3	67	6
3	68	8
3	69	3
3	70	7
3	71	7
3	7	2
3	73	1
3	74	5
3	75	7
3	76	10
3	77	3
3	78	9
3	79	1
3	80	6
3	81	5
3	82	10
3	84	9
3	85	6
3	8	6
3	86	5
3	87	3
3	88	1
3	89	3
3	90	10
3	91	8
3	92	5
3	9	3
3	93	4
3	94	10
3	95	2
3	97	9
3	98	7
3	99	1
4	10	9
4	11	2
4	12	8
4	13	9
4	14	8
4	15	1
4	18	4
4	1	9
4	19	7
4	20	3
4	21	7
4	22	1
4	2	5
4	25	6
4	26	9
4	27	10
4	28	8
4	29	8
4	30	3
4	31	6
4	32	2
4	33	4
4	34	6
4	35	2
4	3	6
4	36	2
4	37	3
4	38	10
4	39	1
4	40	2
4	41	10
4	42	6
4	43	10
4	44	5
4	45	1
4	46	10
4	47	7
4	48	6
4	50	10
4	51	2
4	52	2
4	53	5
4	54	5
4	55	6
4	5	6
4	56	3
4	58	1
4	60	7
4	61	3
4	62	2
4	63	1
4	64	5
4	66	5
4	6	8
4	68	10
4	70	6
4	71	6
4	7	2
4	74	5
4	75	7
4	77	7
4	78	8
4	79	8
4	80	1
4	81	5
4	83	8
4	84	1
4	85	6
4	8	6
4	86	10
4	87	7
4	89	6
4	90	10
4	91	3
4	92	9
4	9	3
4	93	8
4	94	3
4	96	2
4	97	5
4	98	7
4	99	9
5	100	6
5	12	6
5	16	3
5	17	3
5	18	1
5	1	9
5	19	10
5	20	7
5	21	4
5	2	3
5	23	4
5	24	6
5	25	6
5	26	9
5	27	4
5	28	10
5	29	8
5	30	4
5	31	4
5	32	10
5	33	8
5	34	2
5	35	4
5	36	7
5	3	8
5	38	4
5	39	8
5	40	9
5	4	10
5	41	8
5	42	6
5	44	7
5	46	10
5	47	6
5	48	8
5	50	9
5	51	5
5	55	5
5	5	6
5	58	4
5	59	6
5	60	7
5	61	4
5	6	2
5	62	7
5	63	6
5	64	1
5	65	6
5	66	10
5	67	1
5	68	3
5	69	1
5	70	10
5	72	3
5	73	9
5	74	5
5	76	9
5	77	1
5	78	2
5	79	5
5	8	3
5	84	3
5	85	2
5	86	6
5	88	8
5	89	2
5	90	3
5	91	6
5	92	4
5	93	6
5	94	2
5	95	10
5	96	1
5	97	6
6	100	6
6	10	2
6	11	2
6	13	5
6	14	1
6	15	3
6	1	6
6	16	2
6	18	4
6	19	6
6	20	7
6	21	2
6	2	2
6	22	6
6	23	10
6	24	4
6	25	1
6	26	6
6	27	3
6	28	3
6	29	2
6	30	1
6	33	6
6	34	4
6	35	1
6	37	3
6	38	7
6	39	8
6	41	4
6	42	2
6	45	10
6	46	1
6	47	5
6	4	8
6	48	10
6	49	10
6	51	2
6	52	6
6	5	3
6	53	9
6	54	1
6	55	6
6	56	3
6	57	5
6	58	2
6	59	6
6	60	4
6	62	9
6	63	10
6	64	4
6	6	5
6	65	6
6	67	2
6	68	4
6	69	3
6	70	1
6	71	8
6	72	10
6	73	2
6	74	8
6	75	2
6	76	6
6	78	9
6	79	4
6	80	5
6	81	1
6	82	2
6	83	2
6	84	4
6	85	4
6	87	3
6	88	2
6	90	6
6	91	7
6	92	3
6	93	2
6	94	8
6	96	3
6	97	1
6	99	4
7	100	7
7	10	9
7	11	10
7	12	2
7	13	1
7	14	6
7	15	6
7	1	6
7	18	3
7	21	4
7	22	5
7	23	10
7	25	8
7	26	1
7	27	6
7	28	1
7	30	7
7	31	3
7	32	7
7	33	5
7	3	4
7	34	4
7	37	2
7	38	9
7	39	3
7	40	1
7	41	8
7	4	2
7	42	3
7	43	9
7	44	5
7	45	3
7	46	4
7	47	10
7	48	1
7	49	7
7	50	2
7	51	4
7	53	3
7	55	7
7	56	4
7	57	8
7	58	5
7	5	9
7	59	3
7	60	5
7	61	1
7	62	4
7	63	8
7	6	4
7	64	3
7	65	9
7	66	6
7	67	6
7	68	6
7	71	8
7	7	2
7	72	5
7	73	1
7	74	10
7	75	2
7	76	2
7	77	9
7	78	6
7	79	4
7	80	8
7	8	1
7	85	5
7	86	8
7	87	10
7	88	3
7	89	1
7	90	4
7	93	5
7	94	1
7	95	1
7	96	2
7	97	8
7	9	8
7	98	3
7	99	5
8	100	7
8	10	8
8	11	8
8	12	7
8	13	2
8	14	2
8	1	5
8	15	4
8	16	7
8	17	1
8	22	7
8	23	5
8	24	5
8	25	7
8	26	6
8	28	5
8	2	9
8	29	7
8	31	2
8	32	7
8	33	2
8	34	5
8	36	4
8	37	5
8	38	10
8	39	10
8	40	4
8	41	3
8	42	6
8	43	7
8	4	7
8	47	5
8	48	10
8	49	8
8	50	6
8	51	4
8	5	2
8	52	7
8	53	9
8	54	4
8	56	9
8	57	2
8	58	6
8	59	5
8	60	7
8	6	10
8	61	2
8	62	4
8	63	4
8	64	9
8	65	6
8	66	3
8	70	7
8	71	1
8	72	8
8	75	8
8	7	6
8	76	7
8	77	9
8	78	8
8	79	7
8	8	10
8	81	10
8	82	9
8	84	10
8	85	4
8	86	4
8	87	8
8	88	1
8	89	10
8	90	7
8	91	9
8	92	2
8	93	3
8	94	4
8	95	5
8	96	3
8	97	5
8	98	5
9	11	4
9	12	5
9	14	6
9	15	2
9	16	7
9	17	3
9	18	10
9	19	9
9	20	1
9	21	7
9	22	4
9	23	9
9	24	9
9	25	7
9	26	8
9	27	10
9	28	1
9	29	7
9	30	6
9	31	9
9	32	1
9	33	3
9	36	8
9	37	3
9	38	9
9	3	9
9	39	1
9	40	3
9	4	10
9	41	2
9	42	5
9	43	1
9	44	6
9	45	5
9	47	1
9	48	9
9	49	7
9	50	4
9	51	1
9	53	9
9	5	4
9	55	10
9	56	2
9	57	4
9	58	10
9	60	8
9	6	1
9	63	7
9	66	2
9	67	1
9	68	1
9	69	10
9	71	5
9	7	2
9	73	2
9	74	5
9	75	3
9	77	7
9	78	6
9	79	3
9	81	9
9	8	3
9	83	1
9	86	7
9	87	1
9	88	8
9	89	6
9	90	8
9	91	1
9	93	9
9	9	5
9	96	8
9	97	9
9	98	8
10	100	7
10	11	6
10	12	1
10	1	3
10	13	3
10	14	5
10	16	4
10	17	10
10	19	5
10	21	4
10	22	10
10	23	10
10	2	4
10	24	6
10	25	2
10	26	4
10	27	8
10	28	5
10	29	5
10	30	6
10	31	10
10	32	10
10	3	3
10	33	4
10	36	1
10	38	5
10	39	9
10	40	10
10	4	1
10	41	6
10	42	5
10	43	3
10	45	7
10	46	8
10	47	7
10	48	6
10	49	7
10	50	1
10	5	10
10	51	4
10	52	7
10	53	5
10	54	5
10	56	3
10	57	1
10	59	10
10	61	8
10	62	9
10	63	9
10	64	7
10	65	3
10	66	8
10	68	6
10	6	9
10	69	10
10	70	4
10	7	10
10	71	5
10	72	10
10	73	4
10	74	7
10	75	1
10	76	2
10	77	10
10	78	4
10	79	5
10	80	1
10	81	8
10	82	8
10	83	1
10	84	7
10	87	9
10	8	8
10	88	2
10	89	4
10	90	2
10	91	4
10	92	9
10	93	5
10	9	4
10	94	2
10	95	7
10	97	2
10	98	9
10	99	9
11	100	2
11	10	10
11	11	7
11	12	3
11	14	9
11	16	6
11	1	7
11	18	7
11	19	2
11	20	4
11	21	4
11	23	10
11	25	5
11	2	7
11	28	4
11	29	9
11	31	10
11	33	2
11	34	7
11	35	9
11	36	1
11	37	9
11	38	6
11	39	9
11	40	10
11	41	9
11	42	4
11	43	3
11	44	9
11	4	5
11	45	2
11	47	3
11	49	10
11	51	3
11	54	10
11	55	5
11	5	6
11	56	5
11	57	6
11	59	6
11	60	4
11	61	4
11	62	10
11	6	3
11	63	10
11	67	9
11	68	1
11	72	3
11	73	2
11	74	4
11	75	10
11	76	1
11	78	1
11	7	9
11	79	6
11	80	10
11	81	3
11	83	10
11	84	3
11	86	9
11	89	1
11	90	3
11	91	10
11	92	8
11	93	9
11	95	1
11	97	7
11	9	9
11	99	1
12	10	10
12	11	8
12	13	4
12	14	1
12	15	1
12	16	3
12	17	6
12	18	10
12	20	10
12	22	5
12	23	3
12	24	4
12	26	3
12	2	7
12	27	8
12	28	9
12	30	3
12	32	7
12	33	7
12	34	5
12	35	1
12	36	10
12	37	10
12	3	8
12	38	4
12	39	4
12	40	5
12	41	9
12	42	7
12	43	3
12	45	10
12	4	6
12	46	2
12	47	7
12	48	10
12	49	5
12	51	7
12	52	1
12	5	3
12	53	3
12	54	5
12	55	4
12	57	10
12	58	6
12	59	4
12	61	1
12	6	2
12	62	9
12	64	3
12	65	3
12	66	8
12	67	8
12	68	6
12	69	10
12	70	9
12	71	7
12	73	8
12	74	7
12	75	6
12	7	8
12	79	8
12	80	1
12	8	10
12	81	7
12	83	4
12	84	2
12	85	2
12	87	10
